Electoral Politics,Health,Nation,Education,Criminal Offences,Congress,Public Servers,Human Rights,2020 Decrees,Services,Labour,District,Forces,Rural,Justice,Pension,Agriculture,Republic,Minors,Peace,Environmental,Family,Civil Code,Professions,Transit
0.0,0.0,0.926501026,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5953480285,0.276311041,0.0,0.2238808186,0.0,2.371287372,37.59018047,0.0,0.0,0.0,2.375312805,0.0,0.0
0.0,0.0,0.0,0.0,0.0,11.54574402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.188573131,0.0,18.98867199,0.0,0.0,0.0,0.0,0.0
1.053190058,0.0,0.2268560127,0.0,0.0,1.29346075,0.6981273849,0.0,2.440709784,0.6698988728,0.5003777432,0.0,0.0,0.0,0.0,0.0,0.0,2.461674318,0.0,0.4891980903,0.0,0.0,4.545510633,0.3917263989,0.0
0.0,28.71819027,0.0,0.0,0.0,0.0,1.193091599,0.0,0.0,1.144771017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1551856771,0.0,0.7901070478,0.0,0.2644745094,0.0,5.977144537,0.0,0.0,3.622356337,9.884374403,3.690769345,0.0
0.0,0.0,0.0,0.0,6.165233484,0.0,0.0,0.0,0.1483583271,0.1784965917,0.4506384851,0.0,0.2333946086,0.5382102861,0.0,1.064154272,0.2312984896,0.0832042818,0.0,26.35807708,1.523420127,0.0,0.5025822309,0.0,0.0
0.0,0.0,7.7505104,0.0,0.0,0.0,1.422016805,2.162824902,0.0,0.0,2.904958587,0.3099282238,0.0,0.0,4.876794401,0.0,0.0,0.0,0.6989646373,1.398025081,0.0,0.0,0.0,0.0,0.0
0.02569673941,0.0,1.664703644,0.1380538957,0.0787243474,0.0,0.1585189279,3.666706591,0.0,0.0,0.0,0.0,3.319433676,0.0,0.0,0.0,3.592869775,0.0,5.162753747,0.5862467971,0.0,9.597625295,6.187331372,0.0,0.9599519385
1.009575565,0.0,0.0,0.0,0.0,0.0,0.0,10.32020463,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.91164407,0.0,0.0,1.566427745,0.4357155635,0.0
0.0,23.94096758,0.0,0.9450059918,0.0,0.0,0.0,5.060067439,0.0,3.615177847,0.3110989282,0.0,0.0,0.0,0.09614815052,0.08938708033,1.35871886,0.0,0.0,0.2314010302,0.0,0.0,0.0,0.0,11.73390906
0.0,0.0,0.0,0.0,0.2240810431,0.2756411674,0.0,1.32459262,0.0,0.0,0.0,0.0,0.7050157238,0.3054259655,0.0,2.069867025,0.6630235408,0.0,3.004217501,0.0,0.0,2.738450776,3.716711275,0.0,1.006876174
0.0,0.0,2.077474425,1.973735165,0.0,0.0,0.0,0.0,0.115637358,1.613688897,0.0004398039358,1.215612882,0.0,0.0,0.8463828427,0.0,0.5955253041,1.43069014,1.153411594,1.101679973,0.0,0.0,3.485870535,0.7738160545,1.800832835
0.0,0.0,0.6154780903,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29.75457808,0.0,0.0,0.0,0.0,0.0,0.1820978798,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.1580003961,0.0,0.3344076782,0.0,0.0,4.984178884,3.563356023,0.3910936416,0.5892527184,0.0,0.2715196397,0.0,1.870851212,0.0,0.4839310674,0.0,0.0,0.0,0.0,0.0,0.0,13.80143972,0.0,0.0
2.143023483,0.07157923007,0.0,0.0,0.0,0.0,0.0,6.88041721,0.830162674,1.430513709,0.5607231313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2999736634,0.1074322853,7.310248872,0.0,0.0
0.0,0.0,10.04676713,0.7179028405,0.004519647852,0.04327803236,0.0,0.0,0.0,0.0,0.2139338147,0.0,0.0,0.0,0.05921529443,0.0,0.0,0.0,0.4110917355,0.0,0.0,1.348923995,0.6184293476,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.732658783,0.0,0.0,16.94399731,0.0,0.0,0.0,0.0,0.2975683266,0.0,0.0,0.0,0.0,0.0,11.60798334,0.0,0.0,0.0
0.0,0.0,0.08056537685,0.0,0.0,0.0,0.2056995335,0.0,0.0,0.0,0.2555259467,0.0,0.5366896604,0.4168395556,0.0,0.0,0.3883422011,0.6169209915,0.4429119261,0.0,13.22085117,0.0,0.0,0.0,0.7176678962
0.1218660303,0.0,0.0,0.0,0.0,1.848398746,0.4151936254,0.1164069348,0.0,2.996437779,0.0,0.0,0.0,0.0,0.1447328615,0.0,0.09429322262,21.21025246,0.0,0.0,0.0,0.0,0.0,0.0,0.01720376616
0.2459938968,0.0,13.17952719,0.0,0.0,0.1136281074,0.2336646436,0.0,0.0,0.0,0.0,0.567773143,0.0,0.0,0.0,1.417030611,0.0,0.0,0.0,0.2109959843,0.0,0.0,0.0,0.0,0.08310587043
1.713636454,6.507445313,0.0,0.0,0.0,0.0,2.464790471,2.007829012,0.0,0.0,0.3267995232,0.0,0.3184257588,3.315426192,0.0,0.0,3.512919955,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,13.24637793,0.0,0.4317142411,0.5698176409,0.0,1.656401234,0.0,0.3141227479,0.0,1.519723391,0.0,0.0,0.0,1.964737354,1.598958829,2.38421352,0.0,0.0,0.2617742016,1.71408896,0.0,0.0,0.3701933763,10.92741524
0.006190742703,0.0,0.1782236006,0.0,0.0,0.1030186106,0.1284516848,3.061950225,0.0,0.6288349331,0.3019999791,0.0,1.043352977,0.0,0.0,0.0,8.674675711,0.0,0.0,0.0,0.5164551086,5.778219016,0.0,0.4066874715,0.0
0.0,0.0,0.1649514038,0.0,0.0,0.0,0.0,1.112121157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9004571164,0.0,0.0,19.7907715,0.0,1.250912959,12.51873952,0.678742494,0.0,0.0
1.219918928,0.0,1.846780927,0.0,0.0,0.0,1.824637231,2.732358356,0.3222484718,0.0,0.0,0.0,0.0,6.604178446,0.0,0.0,2.071447131,1.644728518,0.3130127661,0.0,10.60935263,5.772850361,0.0,0.0,0.1717764209
0.0,0.0,0.0,0.0,0.0,2.112031665,0.0,0.0,0.0,0.0,0.0,0.03421275922,0.0,0.0,0.0,0.3601316115,0.0,22.15756692,0.0,0.0,0.0,0.0,0.02087080151,0.0,0.0
0.0,0.0,0.0,30.36491926,0.0,0.0,0.06055204534,2.878019845,0.0,1.68854431,0.0,0.0,0.09941024806,0.0,0.0,0.0,0.0,0.0,13.11559815,0.0,0.0,0.1088981482,0.0,0.0,0.0
1.144396488,0.7695202134,0.0,0.0,0.0,0.4170739612,0.0,0.7017009499,1.638518886,0.0,0.0,0.0,0.0,0.0,2.163844452,7.381018381,1.791177531,1.601629489,0.0,5.093257542,0.0,0.1305287304,5.032737124,0.0,1.439699166
0.0,0.0,0.0,0.0,17.80062029,0.0,0.0,0.0,0.3055584445,0.08852257511,0.0,0.0,0.0,0.0,0.0,0.0,0.03299151868,0.0,30.6516202,0.0,0.0,0.0,0.04730125418,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0,7.366957824,0.6546607245,0.0,0.433828256,0.143500652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24998735,0.0,0.0,0.0
0.0,0.0,1.985616257,0.3843060764,1.860411208,0.0,1.914275576,0.396592368,0.0,0.06085663168,0.0,0.0,0.0,0.0,0.0,0.08886051296,3.890005586,0.0,3.405963362,0.0,0.0,9.201031637,3.328838481,0.0,0.0
0.4065411089,0.821162603,0.07960027078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.192255787,0.0,0.0,0.1566506812,29.76384454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9563386831
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32.06264328,0.0,0.0
0.0,26.94051949,0.0,1.495577221,0.2961726592,0.0,0.1148748621,1.4808166,2.586229403,6.476240963,0.0,0.0,0.0,0.0,0.3095026472,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2274107829,0.0
0.0,0.0,0.0,0.3335102116,0.0,0.0,0.0,0.0,0.0,1.510630394,0.0,0.0,0.0,1.449364061,0.0,33.03073514,0.0,0.0,0.1905176375,0.0,0.0,4.062416691,0.0,0.0,0.0
0.0,0.0,0.0,0.0,7.763591194,0.0,0.0,0.0,0.3852365321,0.0,0.0,0.0,0.0,0.0,0.09346210345,0.0,0.0,0.0,0.0,1.739280486,0.0,0.0,20.79280238,0.0,0.0
0.1061550611,0.0,12.79072812,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1088249809,0.1514940366,0.0,2.226728411,0.0,0.1332706942,0.0,1.556890987,0.0,0.0,0.0610513288,0.0,0.0,0.2837309518,0.1830330447
0.0,2.914767184,0.4310519395,0.0,0.0,0.0,0.0,0.5299649318,0.0,0.0,1.686890886,0.0,1.820877091,0.0,0.0,29.11259061,0.0,0.7107204515,0.0,0.0,0.02921755203,5.748017091,0.0,1.492958682,1.587049958
0.9102615932,0.0,1.463137811,0.0,0.0,2.324919074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13.10345123,0.6995081486,0.0,2.800660367,0.0,0.0,0.0,0.0,5.251935384,0.0,0.0
0.0,0.0,0.2591726611,0.0,0.0,0.0,0.0,0.0,2.770803227,0.0,0.2895987469,0.0,0.0,8.54361578,0.0,0.0,2.211357008,2.43377258,0.0,0.0,0.0,0.0,0.2928354688,0.6152563,0.4769300314
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9016969842,0.0,0.0,0.0,0.0,0.0,27.22329855,0.0,0.0,4.31713123,0.0
